#;;;;;;;;;;;;;
EVTDESC16100;1833년에 설립된 미국 반노예제협회는 미국에서의 노예제 폐지운동의 선봉에 선 단체입니다. 프레드릭 더글라스, 애비 켈리 포스터와 같은 유명한 회원들이 즐비한 이 협회는 1840-1870년 사이에 회의를 조직하고 연설을 했으며, 심지어 주간 신문을 발행하기도 했습니다. 얼마 전에는 몇몇 새로운 주에서 인가서를 발급받기도 했습니다. 지금 그들의 시도를 막을 수도 있지만, 대다수의 시민들이 공화정의 전통에 대한 공격으로 인식할 것입니다.;;;;;;;;;;;;;
EVTOPTA16100;내버려둬라.;;;;;;;;;;;;;
EVTOPTB16100;탄압한다.;;;;;;;;;;;;;
EVTNAME16110;노예 시장;;;;;;;;;;;;;
EVTDESC16110;"다음과 같은 사실을 자명한 진리로 받아들인다. 즉 모든 사람은 평등하게 태어났고, 창조주는 몇개의 양도할 수 없는 권리를 부여했으며, 그 권리 중에는 생명과 자유와 행복의 추구가 있다." - 미국 독립 선언(1776 년)\n\n희미한 조명이 눅눅하고 축축한 장소를 비춥니다. 그 주변은 땀냄새와 오랫동안 몸을 씻지 않았을 때 나는 특유의 냄새로 가득 차 있습니다. 사슬과 밧줄이 걸힌 비좁고 답답한 벽이 이 경매소가 무엇을 취급하는지를 말해줍니다. 경매에 매물로 나올 흑인이 양손에 수쇄(손족쇄)를 차고 작은 무대에 나란히 섭니다. 그리고 경매인들은 차례로 그들에게 가격을 매깁니다. 이곳에서는 사람을 마치 가축처럼 매매합니다. 이 흑인들은 매매 이후 농삿일 같은 일에 종사하는 노예로 종사해야 합니다.;;;;;;;;;;;;;
EVTOPTA16110;... 그래서?;;;;;;;;;;;;;
EVTOPTB16110;가슴이 먹먹해지는군!;;;;;;;;;;;;;
EVTNAME16120;폐지론자들의 책자;;;;;;;;;;;;;
EVTDESC16120;노예제를 위헌이라고 설명하는 논문을 실은 책자들이 일부 노예주들에 널리 유포되고 있습니다. 이러한 유통이 계속되도록 허용하면 가장 광범위한 유통이 이뤄졌던 하층민들이 당황할 수도 있습니다. 하지만 유통을 줄이려는 시도는 분명 언론의 자유에 대한 공격으로 비칠 터이며, 지역 거물들을 화나게 할 것이 틀림없습니다. 유통을 줄일까요?;;;;;;;;;;;;;
EVTOPTA16120;아니!;;;;;;;;;;;;;
EVTOPTB16120;그래!;;;;;;;;;;;;;
EVTNAME16130;도망 노예;;;;;;;;;;;;;
EVTDESC16130;'여기가 어디입니까!?'라고 소리치며 잠에서 깼습니다. 주 경계선에서 북쪽으로 불과 몇야드 떨어진 곳에서 쓰러진 채로 발견했다는 말에 그는 잔잔히 웃기 시작합니다. 그리고 혼자 중얼거립니다. '오 자비로운 주님, 저는 자유로운 상태입니다!' 이 사람은 노예로, 남부의 농장에서 탈출해 메이슨딕슨선을 넘었습니다. 그가 자유주로 가는 길에 어떤 고통을 겪었는지는 오직 선한 주님만이 알고 있습니다. 한편 연방법은 도망노예를 주인에게 돌려보내도록 규정하고 있습니다.;;;;;;;;;;;;;
EVTOPTA16130;법은 법이다.;;;;;;;;;;;;;
EVTOPTB16130;그를 $STATENAME$에 정착하도록 해야 한다.;;;;;;;;;;;;;
EVTNAME16140;지하철도;;;;;;;;;;;;;
EVTDESC16140;지하철도는 다양한 신조를 가진 폐지론자들이 운영하는 비공식적 연결망으로, 남부의 노예들을 북부의 자유로 탈출시키는데 헌신했습니다. 최근 일부 주들이 최근 이들의 온상으로 발전했다고 믿을만한 충분한 증거를 찾았습니다. 지역 정치인들에게 그들을 탄압하도록 압력을 가할 수 있지만, 북부 폐지론자들의 정서를 자극할 위험을 감수해야만 합니다.;;;;;;;;;;;;;
EVTOPTA16140;묵인한다.;;;;;;;;;;;;;
EVTOPTB16140;활동을 저지한다.;;;;;;;;;;;;;
EVTNAME16150;독사;;;;;;;;;;;;;
EVTDESC16150;코퍼헤드, 다시 말해 독사는 남북전쟁 동안 전쟁을 반대하며 남부와의 평화를 모색한 미국 북부의 민주당원들입니다. 이 이름은 원래 분리주의자들이 그들을 독사들에 비유하는 것에서 유래했지만, 곧 서로 자신들을 가리키는 말로 정착했습니다. 아직 전쟁은 없지만 일부 주의 민주당계 내에서 폐지론에 대한 강력한 저항이 일어나고 있습니다. 지역 정치운동을 강화하면 그들을 무력화할 수 있겠지만, 남부의 정서를 불쾌히 만든다는 대가를 치러야 합니다.;;;;;;;;;;;;;
EVTOPTA16150;더 중요한 현안이 있다.;;;;;;;;;;;;;
EVTOPTB16150;기회가 있을 때마다 논의한다.;;;;;;;;;;;;;
EVTNAME16160;<리버레이터>;;;;;;;;;;;;;
EVTDESC16160;1831년, 윌리엄 로이드 게리슨이 창간한 <리버레이터>는 남북전쟁 이전 미국에서 가장 유명했던 노예제 폐지파의 신문입니다. 전성기에는 1호당 2,3천부를 발행할 정도였습니다. 노예제 폐지론자의 주장을 모으는데 큰 역할을 하는데 그치지 않고, 신간을 발행해 노예제에 관한 논의를 최고조로 끌어올렸습니다.;;;;;;;;;;;;;
EVTOPTA16160;음.;;;;;;;;;;;;;
EVTNAME16170;노예권력;;;;;;;;;;;;;
EVTDESC16170;'노예권력'은 미국 남부의 토지 및 노예를 소지한 "귀족"에 의해 구성된 정치 세력이나 그 정치 권력을 가리키는 말입니다.  북부 여러 주 출신의 정치인 대부분이 처음 노예제도를 흑인에 대한 학대 문제가 아니라, 독립 선언에 명기된 미국의 공화제 이념, 그리고 무엇보다 국민의 인간적 미덕에 대한 정치적 위협이라고 간주했습니다. 그들은 남부의 부유한 노예 소유자가 풍부한 자금력으로 연방 전체의 정치 권력을 잡는 것이나, 시민의 경제적 자유의 가능성을 빼앗는 것을 두려워 했습니다. 오늘 남부 주 출신의 상원 의원이 하원에서 결의안의 성립을 방해했습니다.  그 자체는 그다지 큰 문제는 없습니다. 그러나 이 사건은 미국의 정치에서 남부 주가 가지는 정치력을 과시하는 것이 되었습니다.;;;;;;;x
EVTOPTA16170;내 우표수집가 법안이!;;;;;;;;;;;;;
EVTNAME16180;자유주민;;;;;;;;;;;;;
EVTDESC16180;노예제 논쟁이 매우 격렬해지자, 일부 폐지론자들은 이러한 영토들이 노예주로 연방에 합류하는 상황을 막기 위해 캔자스와 네브라스카 지역으로의 이민조직을 편성했습니다. 이들은 국민주권론을 들어 주가 노예제를 채택할지 여부를 주민들의 민주적 투표로 결정해야 한다고 주장했습니다. 이 폐지론자들은 '자유주민'으로 불리는데, 그 중 일부가 지금 일부 주에서 나타났다고 합니다.;;;;;;;;;;;;;
EVTOPTA16180;그들을 불러라.;;;;;;;;;;;;;
EVTOPTB16180;더는 유입되지 않도록 조례를 제정하자.;;;;;;;;;;;;;
EVTNAME16190;경계깡패;;;;;;;;;;;;;
EVTDESC16190;불빛이 통나무 오두막집과 목조집을 훑으며 별빛 밤하늘에 주황색 빛을 던지고, 이내 마을에서 피어오르는 연기라는 깃털에 살짝 가려질 뿐입니다. 그 빛은 길을 따라 내려가면서 이상한 그림자를 드리우고 있습니다. "나와, 나와, 어디에 있든!" 누군가가 비명을 지릅니다. 멀리 도심에서 죽어가는 사람들의 비명소리에 맞춰 총성이 울려퍼집니다. 경계깡패가 여러 주를 노예주로 만드려는 의도를 가지고 주 경계를 넘어 소규모 거주지를 습격했습니다.;;;;;;;;;;;;;
EVTOPTA16190;심각한 상황이군.;;;;;;;;;;;;;
EVTOPTB16190;더는 유입되지 않도록 조례를 제정하자.;;;;;;;;;;;;;
EVTNAME16200;$STATENAME$ 유혈사태;;;;;;;;;;;;;
EVTDESC16200;경계깡패와 자유주민들이 $PROVINCENAME$의 노예제 문제를 놓고 실랑이를 벌였고, 이 사건으로 사망자 수가 급증하기 시작했습니다. 이 분쟁은 후세에 '$STATENAME$ 유혈사태'로 알려져 노예제 문제에 대한 국가적 인식을 높일 것입니다.;;;;;;;;;;;;;
EVTOPTA16200;최악의 날이군.;;;;;;;;;;;;;
EVTNAME16210;$PROVINCENAME$ 충돌;;;;;;;;;;;;;
EVTDESC16210;$STATENAME$의 경계깡패가 노예제 폐지론자를 $STATENAME$에서 몰아내려는 목적을 갖고 $PROVINCENAME$에 있는 작은 마을을 습격했습니다. 수백명의 희생자를 낳은 이 습격은 후에 $PROVINCENAME$ 충돌로 기록됩니다.;;;;;;;;;;;;;
EVTOPTA16210;$STATENAME$ 역사상 최악의 날이군.;;;;;;;;;;;;;
EVTNAME16220;$STATENAME$ 이민원조회사;;;;;;;;;;;;;
EVTDESC16220;$STATENAME$ 준주의 자유주민들과 경계깡패의 세력 균형이 연방 전체에 영향을 줄 정도로 큰 문제로 번졌습니다. $STATENAME$ 준주 노예제 폐지라는 목표에 한 걸음이라도 더 접근하려 노력하는 자유주민들이 폐지론자의 이민을 돕는 회사를 세웠습니다. 이 회사의 설립으로 인해 자유주민 인구가 크게 증가할 것 같습니다.;;;;;;;;;;;;;
EVTOPTA16220;흥미롭군.;;;;;;;;;;;;;
EVTNAME16230;퀀트릴 습격대의 공격!;;;;;;;;;;;;;
EVTDESC16230;윌리엄 클라크 퀀트릴을 중심으로 하는 유격대가 $PROVINCENAME$ 자유주민 개척촌을 공격해 다수의 주민을 살해했습니다. 이 "$PROVINCENAME$의 학살"은 노예제를 옹호하는 유격대와 노예제 폐지를 주장하는 자유주민이 갈등하는 $STATENAME$에서 일어난 분쟁 중 하나에 지나지 않습니다.;;;;;;;;;;;;;
EVTOPTA16230;심각한 상황이군.;;;;;;;;;;;;;
EVTNAME16240;포타와토미 소총부대의 공격!;;;;;;;;;;;;;
EVTDESC16240;노예제 폐지론자의 민병대인 포타와토미 소총부대 소속 100명이 $PROVINCENAME$에서 경계깡패와의 교전을 통해 노예제 옹호론자 개척촌을 괴멸시켰습니다.;;;;;;;;;;;;;
EVTOPTA16240;심각한 상황이군.;;;;;;;;;;;;;
EVTNAME16300;<톰 아저씨의 오두막집>;;;;;;;;;;;;;
EVTDESC16300;$YEAR$년 출간된 해리엇 비처 스토의 소설 <톰 아저씨의 오두막집>은 가장 많은 사람이 읽은 반노예제 소설입니다. 애이브러햄 링컨은 남북전쟁 초기에 스토를 만난 후 '그래서 여기 이 작은 아가씨가 이 큰 전쟁을 일으켰습니다.'고 말하며 그녀를 맞이했다는 보고가 있을 정도로, 이 소설은 노예제 문제에 대한 국가적 의식에 큰 영향을 미쳤습니다. 톰 아저씨의 오두막집이 출간되면서 노예제 문제에 대한 국민적 의식이 높아졌습니다.;;;;;;;;;;;;;
EVTOPTA16300;이렇게 몸집이 작은 부인께서...;;;;;;;;;;;;;
EVTNAME16310;아미스타드호 사건 판결;;;;;;;;;;;;;
EVTDESC16310;1839년 쿠바 앞바다를 항해하던 에스파냐 범선 '아미스타드호'에 실려있던 흑인 노예가 반란을 일으켜 배를 납치했습니다. 노예들은 배를 아프리카로 돌릴 것을 요구했지만, 선원은 배를 북아메리카 대륙 방향으로 항해했습니다. 결국 노예들은 뉴욕주 롱아일랜드해안에서 미국 해군 함정에 나포당했습니다. 이후 에스파냐는 미국에 배, 화물, 그리고 노예를 반환하라는 소송을 제기했습니다. 그러나 미국 대법원이 오늘 내린 판결은 노예들의 자유를 인정했습니다. 이 판결은 대서양 횡단 노예무역이 에스파냐에서 불법화되도록 고려하고, 노예들의 행동을 납치와 부당감금 등으로 인한 자구행위라고 판단했기 때문입니다. 당연히 노예제 폐지파들은 획기적인 승리로 간주했습니다. 한편으로는 노예제 문제에 대한 사회적 관심을 높이기도 했습니다.;;;;;;;;;;;;;
EVTOPTA16310;흥미롭군.;;;;;;;;;;;;;
EVTNAME16400;$FROMCOUNTRY$의 편입 요청!;;;;;;;;;;;;;
EVTDESC16400;어제 아침 $FROMCOUNTRY$ 정부가 아메리카 합중국의 주 지위를 요청하는 탄원서를 보내왔습니다. 그들은 탄원서 외에도 주 헌법과 주 영토 경계를 정의하는 지도를 함께 제출했습니다. 대중적인 의견은 찬성 쪽인 것 같습니다.;;;;;;;;;;;;;
EVTOPTA16400;제대로 하려면 대중을 믿어라!;;;;;;;;;;;;;
EVTOPTB16400;아직 때가 아니다.;;;;;;;;;;;;;
EVTNAME16410;아나콘다 계획 실패!;;;;;;;;;;;;;
EVTDESC16410;이제 상선들이 우리나라 주변 해역에서 다시 자유롭게 항해할 수 있습니다. 더이상 스콧 장군이 입안한 '아나콘다 계획'으로 인한 공포는 없습니다. 얼마나 기쁜 일입니까!;;;;;;;;;;;;;
EVTOPTA16410;기쁜 소식이군!;;;;;;;;;;;;;
EVTNAME16420;다코다족 전쟁;;;;;;;;;;;;;
EVTDESC16420;블랙힐즈 지역에 정착민들이 유입되면서 지역 다코다족들과의 갈등이 고조되고 있습니다. 오늘, 국경지역에서 '타탕카 이요탕카(웅크린 황소)'라는 한 원주민이 이끄는 대규모 무리가 다코타 지역에서 봉기했다는 소식이 들려왔습니다.;;;;;;;;;;;;;
EVTOPTA16420;이번 진압이 마지막 '인디언 진압'이 되길 바래야겠군!;;;;;;;;;;;;;
EVTNAME16430;다코타족 전쟁 종결;;;;;;;;;;;;;
EVTDESC16430;다코타족은 패배했으며 '타탕카 이요탕카(웅크린 황소)'와 그의 용감한 전우들은 투항했습니다. 훗날 우리와 그들 사이에 다시 전쟁이 터질지도 모릅니다. 하지만 지금의 수족에게는 지난 날의 용맹스러운 전투력이 남지 않았습니다. 그리고 두번 다시, 다코다족이 대규모 반란을 조직할 힘을 되찾지는 못할 것입니다. 기존에 다코다족과 합의 중이던 특별구역의 대부분을 우리쪽으로 편입할 예정입니다. 과거 막강한 세력을 자랑하던 부족이 우리 공화국의 역사책 속으로 사라져가는 모습은 적이라고 해도 쓸쓸해보이네요.;;;;;;;;;;;;;
EVTOPTA16430;편히 잠드소서!;;;;;;;;;;;;;
EVTNAME16440;아파치 전쟁;;;;;;;;;;;;;
EVTDESC16440;뉴멕시코에서 '승리자(빅토리오)'을 자칭하는 남자가 이끄는 아파치족이 봉기해 주의 여러 정착민을 살해했습니다. 아파치족이 전통적으로 만물의 근원의 일부라고 생각해온 땅에, 백인 정착민의 유입이 해마다 증가하는 것이 그들의 분노를 부른 것 같습니다. 그가 이끄는 아파치족은 미국 정부의 통치에 대한 복종을 거부하고 있습니다.;;;;;;;;;;;;;
EVTOPTA16440;조만간 이 무리들도 복종할 것이다!;;;;;;;;;;;;;
EVTNAME16450;제로니모 투항;;;;;;;;;;;;;
EVTDESC16450;유명한 아파치족의 무법자인 제로니모가 오늘 그를 수행해온 수십명의 전사와 여자들과 함께 헨리 로턴 육군 대위에게 투항했습니다. 마지막까지 저항을 계속해온 제로니모가 투항하면서 서부의 아파치족의 조직적인 무력 저항은 끝났습니다. 이 자랑스러운 부족은 이제 우리에게 완전히 투항했다고 해도 과언이 아닐 것입니다. 후에 제로니모는 죽음의 문턱에서 조카에게 "투항 결심을 현재까지 쭉 후회했다"고 고백했습니다.;;;;;;;;;;;;;
EVTOPTA16450;추장 만세!;;;;;;;;;;;;;
EVTNAME17000;여성 참정권 운동;;;;;;;;;;;;;
EVTDESC17000;...우리는 이제 현실에 안주할 생각도, 물러설 생각도, 계속 침묵할 생각도 전혀 없습니다! 여성에게도 투표권을!\n\n수년간 자유주의 사상과 여권신장론 사상이 퍼지면서 국내에서도 여성에게 참정권 같은 법적 권리를 남성과 동등하게 부여하라고 요구하는 단체가 탄생했습니다. $COUNTRY$ 곳곳에서 여성들이 현재까지 우선해온 어머니와 주부로서의 일을 포기하고 투표권, 노동권, 재산의 소유권을 요구하고 있습니다.;;;;;;;;;;;;;
REMOVE_EVTOPTA17000;There will be no suffrage at this junction;Il n'y aura pas de suffrage pour cette demande. ;Gute Idee.;;No habr?sufragio en esta confluencia;;;;;;;;;x
REMOVE_EVTOPTB17000;If only there were popular support for this idea...;Si seulement il y avait un soutien populaire pour cette id? ... ;Faszinierend ...;;Si al menos esta idea gozara de apoyo popular...;;;;;;;;;x
EVTNAME17010;여성 회의;;;;;;;;;;;;;
EVTDESC17010;작은 여성단체가 여성의 각종 권리를 의제로 하는 국제 회의를 개최했습니다. 이틀에 걸쳐 개최된 $CAPITAL$ 여성 회의에는 남녀 모두 많은 사람들이 참가했습니다.  그러나 회의 첫날은 논의의 대부분을 여성이 발제했습니다.  또한, 회의 둘째날은 시종일관 여성 참정권 획득을 위한 정치 전술에 대해 논의했습니다. 여성 회의에 참석한 대표들 사이에서 전원이 합의한 사항은 것은 없습니다. 그럼에도 가정법, 교육, 소유권, 고용, 종교와 도덕의 문제에 대해 남녀에게 동등한 권리를 부여할 것을 요구하는 10여가지의 결의를 채택했습니다.;;;;;;;;;;;;;
